"Data Source","World Development Indicators",
"Equatorial Guinea","GNQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000.29895019531","","1329.78149414063","","1284.94262695313","","1390.24035644531","","1733.68994140625","1755.64892578125","1846.42736816406","","","","2160.08666992188","2179.59375","2581.70361328125","2652.26953125","3094.01123046875","2629.09033203125","","",
"Grenada","GRD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6273002624512","24.2591495513916","34.0868797302246","38.5539016723633","38.6973991394043","24.8113193511963","24.7509498596191","26.9136600494385","17.3760108947754","20.2844104766846","22.1505393981934","","","",
"Guam","GUM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285.326599121094","316.257537841797","303.026489257813","","","","","","","","","","","","","",
"Guyana","GUY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2835.42502428207","2781.18376494137","2859.09407897755","2922.9323175871","2989.98856537019","3084.47175745115","3119.04894368525","3274.60782718518","3358.7539626461","3427.10103370322","3533.53529935177","3523.4789529863","3631.10178331115","3688.30714160769","3725.49677226981","3786.837074598","3848.1978077338","3904.6751820119","4019.60879081353","4042.50794311225","","","",
"Hong Kong SAR, China","HKG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1053.31677246094","1204.03112792969","1159.72412109375","1360.99133300781","1573.93505859375","1989.95336914063","2145.21020507813","2639.81127929688","2671.13647460938","2834.42651367188","2658.37768554688","2761.31298828125","2929.72998046875","2884.45141601563","2988.29272460938","3142.72607421875","3312.3623046875","3267.45483398438","3404.83837890625","","",
"Honduras","HND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7657508850098","","","",
"Heavily indebted poor countries (HIPC)","HPC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054.341796875","1239.33203125","1529.33374023438","1509.95446777344","1950.03479003906","1335.400390625","1628.67932128906","1308.11450195313","1321.9853515625","1405.00378417969","1538.68139648438","1596.60583496094","1641.34680175781","1587.38952636719","1556.6064453125","1526.24963378906","1436.74755859375","1503.06323242188","1793.14611816406","","",
"Haiti","HTI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.25939941406","1081.96484375","1141.13171386719","1227.22436523438","1409.44409179688","1438.68872070313","1471.79272460938","1496.75268554688","1473.44348144531","1574.18872070313","1744.9462890625","1734.95568847656","1852.02954101563","2014.671875","2149.71240234375","2325.57348632813","2415.17358398438","2544.07348632813","2671.1611328125","2587.50952148438","2645.673828125","","",
"IBRD only","IBD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513.119099025113","","461.465478592198","","494.806108181698","","","","","616.426829926507","","","","","673.834807857292","","","","","828.585255659581","","","",
"IDA & IBRD total","IBT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573.609197042111","","","","","623.039562385718","","","","","","","","",
"IDA total","IDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.577954091304","","","","","","","","","","","",
"Indonesia","IDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.649658203125","199.164123535156","","","","","","","","89.1992874145508","","","","","","","","","",
"IDA only","IDX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.545745849609","","115.680122375488","","110.095336914063","","","","","135.324249267578","","","","","156.638534545898","","","","","216.182067871094","","","",
"Not classified","INX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1744.73034667969","1898.3203125","2058.23291015625","2075.24365234375","2212.65161132813","2289.16064453125","2357.97802734375","2479.04272460938","2666.66723632813","2750.31176757813","2828.48095703125","2886.42309570313","3230.1396484375","3106.1298828125","3063.80395507813","3274.79711914063","3474.26586914063","3597.697265625","4422.890625","5421.36572265625","5563.38671875","","",
"Iran, Islamic Rep.","IRN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","709.637878417969","","744.973510742188","709.156311035156","735.078857421875","","688.731689453125","671.023986816406","","","","","",
"Iraq","IRQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371.146148681641","381.705902099609","403.015228271484","417.68115234375","427.363983154297","","","68.3881225585938","64.8198699951172","63.7320785522461","","",
"Iceland","ISL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4916.962890625","5137.35400390625","5677.115234375","","6572.47802734375","","6657.359375","","7305.265625","8006.458984375","7235.5830078125","7422.9423828125","7925.37451171875","","6982.6044921875","","5651.0888671875","","5887.90673828125","6635.10546875","","",
"Israel","ISR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7291.00927734375","8250.474609375","","","","","","",
"Italy","ITA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1335.68823242188","1148.7998046875","1143.48095703125","1138.47521972656","1153.87866210938","1159.90637207031","1232.52294921875","1209.55944824219","1231.08752441406","1402.67004394531","1496.78051757813","1567.94128417969","1609.453125","1707.52905273438","1731.53576660156","1776.29565429688","1853.13403320313","1946.82739257813","1983.41320800781","2115.396484375","2131.48461914063","","",
"Jamaica","JAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1844.59460449219","","","","","","","","","","","","","","","","","255.368804931641","598.574279785156","","",
"Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4874.4208984375","4928.51904296875","5135.36572265625","5174.58349609375","5077.64453125","5112.7705078125","4871.1669921875","5093.93505859375","5098.88818359375","5303.517578125","5332.6171875","5325.15966796875","5108.31103515625","5098.755859375","5103.2470703125","5109.90966796875","5032.82080078125","5147.486328125","5328.6494140625","5173.44189453125","5209.970703125","","",
"Kazakhstan","KAZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402.995819091797","373.222564697266","345.584747314453","367.218048095703","382.282379150391","606.045227050781","729.459655761719","790.208984375","769.367370605469","687.635192871094","","",
"Kenya","KEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2802886962891","","","225.029403686523","","","","","","","","",
"Kyrgyz Republic","KGZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.645809173584","","","","","","","","","","","","","30.3744697570801","","","",
"Kiribati","KIR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2173.04931640625","2221.95263671875","1984.68957519531","2131.044921875","2286.947265625","2857.45190429688","2956.30932617188","3133.82202148438","3221.15185546875","3691.60278320313","4090.123046875","4523.38427734375","4797.6787109375","4942.90576171875","5330.0244140625","5807.67822265625","6317.818359375","6415.12255859375","6856.3974609375","7045.29541015625","7113.16943359375","","",
"Kuwait","KWT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.133544921875","179.704010009766","166.575881958008","157.991668701172","159.290405273438","161.393173217773","165.044036865234","168.935836791992","168.670883178711","164.895858764648","188.542831420898","151.941299438477","142.606857299805","135.753402709961","128.79768371582","129.286636352539","","605.163330078125","385.69091796875","","","",
"Latin America & Caribbean (excluding high income)","LAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291.826277571176","293.643786932014","323.307962972607","352.111594286464","400.296693495161","387.8209125205","376.78945618381","393.393006649195","400.099886916974","435.943637339401","453.012014223379","482.3089967975","487.432705828752","520.24501836635","","","","","",
"Lao PDR","LAO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8260297775269","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.829280062396","327.506145835437","354.691454363675","383.136769853809","431.644032651118","424.331838137997","420.405374689703","439.278410171628","448.369034249792","478.314636632774","504.742304256339","533.323377519485","540.35407212287","564.825996258608","","","","","",
"Least developed countries: UN classification","LDC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.675674438477","","","","135.076583862305","","","","138.288543701172","","93.186882019043","","98.8677673339844","","105.949226379395","","","110.877098083496","99.7402801513672","","","","",
"Lower middle income","LMC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559.56372622967","","","","","607.873835599952","","","","","","","","",
"Lesotho","LSO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30811023712158","7.82025003433228","10.3427200317383","","","","","22.682149887085","","5.76503992080688","","","","22.8313102722168","","","",
"Late-demographic dividend","LTE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769.072556239872","786.230572840163","726.559505344816","736.188739308415","789.745794107067","810.811733224759","817.428449024645","864.750683043858","904.745658216793","990.512352551929","1044.21598547534","1131.96476170926","1214.58879983647","986.643195982343","1034.6479551202","1087.04898776577","1153.73485572315","1147.317527076","1213.4336562526","1291.52914386824","1373.07936195392","","",
"Lithuania","LTU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2090.04809570313","2178.82934570313","2372.90698242188","2419.54370117188","2220.83569335938","2324.66625976563","1836.41564941406","1934.77416992188","2175.61181640625","2283.61987304688","2415.49487304688","2597.16674804688","2623.32153320313","2679.27124023438","2752.734375","2724.13110351563","2641.53784179688","2854.87036132813","3063.96752929688","2785.541015625","2931.66088867188","","",
"Luxembourg","LUX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3773.42041015625","","","4357.04052734375","4494.72021484375","4864.12353515625","4412.37744140625","4635.55517578125","4715.68017578125","4828.7353515625","5144.982421875","5444.7138671875","4339.66259765625","4595.91259765625","4725.7314453125","4480.00048828125","4350.86962890625","","",
"Latvia","LVA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1145.30065917969","1063.87231445313","1052.02661132813","1090.49084472656","1599.72290039063","1482.61083984375","1479.53344726563","1389.12084960938","1458.62719726563","1457.38220214844","1768.36206054688","1890.81921386719","2012.08081054688","1687.86877441406","1838.73498535156","1886.26672363281","1889.2998046875","1776.27819824219","1859.01171875","1813.15148925781","1599.56970214844","","",
"Macao SAR, China","MAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260.91064453125","233.907196044922","319.245819091797","518.397399902344","616.504943847656","556.636657714844","388.430053710938","389.230651855469","570.897705078125","651.359741210938","612.078857421875","738.6259765625","915.704162597656","1033.966796875","1279.31921386719","2651.18823242188","","",
"St. Martin (French part)","MAF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646.98486328125","639.341430664063","655.223449707031","","718.304809570313","843.426452636719","847.934204101563","","1020.60076904297","","1068.96020507813","","",
"Monaco","MCO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.710815429688","756.852783203125","719.511413574219","700.062255859375","725.501098632813","822.1416015625","802.818420410156","760.863159179688","777.347412109375","768.64794921875","737.287780761719","746.802062988281","758.220520019531","725.741333007813","","",
"Madagascar","MDG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3833503723145","14.853569984436","15.2218503952026","50.550609588623","47.0023612976074","47.1088218688965","47.6324310302734","47.9365882873535","47.6158485412598","48.215648651123","46.5082092285156","45.2134094238281","51.9581489562988","50.8647308349609","","","","","24.7042007446289","","",
"Maldives","MDV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.906051635742","220.154373168945","210.804412841797","218.134323120117","218.522125244141","226.942596435547","298.326080322266","317.662414550781","371.267669677734","404.914703369141","329.396087646484","339.156280517578","331.148193359375","372.040344238281","328.138427734375","334.416625976563","240.787994384766","244.178298950195","","","","","",
"Marshall Islands","MHL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","481.021021033971","","","","","576.963429550808","","","","","648.88739044901","","","","","776.561450435059","","","",
"North Macedonia","MKD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612.122741699219","683.380249023438","669.830078125","651.16357421875","606.997497558594","568.101928710938","544.455932617188","519.677001953125","540.219909667969","514.748107910156","502.551971435547","468.225952148438","431.590057373047","532.128845214844","445.245880126953","611.850524902344","675.383544921875","837.691528320313","858.458679199219","854.144165039063","","",
"Mali","MLI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7841186523438","","","","29.3530693054199","","","","","30.7907600402832","","","",
"Malta","MLT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","677.792114257813","684.505126953125","1076.52465820313","1177.52038574219","1275.201171875","1199.05249023438","1312.69897460938","1193.10705566406","1410.68469238281","1783.12341308594","1991.49694824219","1899.6044921875","1851.63427734375","1917.60827636719","1930.77172851563","","",
"Myanmar","MMR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.41466999053955","7.47332000732422","11.1990804672241","","12.3101997375488","17.7555408477783","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586.53276977172","","624.847831394924","","","","","","","","",
"Montenegro","MNE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649.595642089844","","644.241516113281","670.730346679688","832.996398925781","","","",
"Mongolia","MNG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6398897171021","","19.4250793457031","11.5872802734375","37.6666793823242","","","","","41.4795188903809","","","",
"Mauritania","MRT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.829635620117","","","","","","",
"Malawi","MWI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3115291595459","","","48.268970489502","","","","","","","","",
"Malaysia","MYS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.0904312133789","","154.476013183594","","277.012359619141","","295.778991699219","","503.275024414063","","370.810150146484","","602.872924804688","1072.55090332031","1467.44970703125","1649.79528808594","1784.41674804688","","2029.60717773438","2273.98510742188","","","",
"North America","NAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3122.96318163789","3221.48631707284","3374.16309080449","3434.68032245088","3489.27064326346","3570.69439838738","3648.64456334179","3884.86345122019","3807.70820304047","3780.48412580497","3845.49122273291","3851.04107338738","4002.60019955176","4123.8391510869","3959.25478744048","4103.19644109526","4094.0023880181","4187.55848242458","4284.87663885472","4313.38330078125","","","",
"Namibia","NAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143.315536499023","","","","",
"New Caledonia","NCL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25928020477295","8.52040004730225","7.90084981918335","8.07495021820068","7.41640996932983","","","","","","","","","","","","","",
"Nigeria","NGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.769401550293","","","","","","","","","","","",
"Nicaragua","NIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0310363769531","","","","","","","","","","","","","","","","","","","","","",
